Country Name,Country Code,Agricultural land (% of land area),Current account balance (% of GDP),Electricity production from coal sources (% of total),Fossil fuel energy consumption (% of total),Electric power consumption (kWh per capita),CO2 emissions (kg per 2000 US$ of GDP),CO2 emissions (metric tons per capita),"PM10, country level (micrograms per cubic meter)",Population density (people per sq. km),Population in urban agglomerations of more than 1 million (% of total population),"Inflation, consumer prices (annual %)",Real interest rate (%),"Highest marginal tax rate, corporate rate (%)","Highest marginal tax rate, individual rate (%)",Tax revenue (% of GDP),Ease of doing business index (1=most business-friendly regulations),Cost to export (US$ per container),Cost to import (US$ per container),Rigidity of employment index (0=less rigid to 100=more rigid),Total tax rate (% of profit),Information and communication technology expenditure per capita (current US$),Mobile cellular subscriptions (per 100 people),Telephone lines (per 100 people),Fixed broadband Internet subscribers (per 100 people),Internet users (per 100 people),General government final consumption expenditure (% of GDP),"Household final consumption expenditure, etc. (% of GDP)",Exports of goods and services (% of GDP),Gross capital formation (% of GDP),Imports of goods and services (% of GDP),GDP per capita (constant 2000 US$),GDP per capita growth (annual %),"Expenditure per student, primary (% of GDP per capita)","Expenditure per student, secondary (% of GDP per capita)","Public spending on education, total (% of GDP)","Health expenditure, private (% of GDP)","Health expenditure, public (% of GDP)",Employment in agriculture (% of total employment),Employment in industry (% of total employment),Employment in services (% of total employment),"Labor participation rate, total (% of total population ages 15+)",Labor force with primary education (% of total),Labor force with secondary education (% of total),Labor force with tertiary education (% of total),Long-term unemployment (% of total unemployment),"Unemployment, total (% of total labor force)","Life expectancy at birth, total (years)","Life expectancy at birth, male (years)",Population ages 15-64 (% of total),Researchers in R&D (per million people),Urban population (% of total),"Tariff rate, applied, weighted mean, all products (%)",High-technology exports (% of manufactured exports),GDP constant (2005 US$),GDP (current US$),Gross capital formation (% of GDP),Gross capital formation (annual % growth),Mortality rate infant (per 1000 live births),Mortality rate under-5 (per 1000 live births),Population (Total),Population (ages 0-14 % of total),Population (ages 15-64 % of total),Arable land (% of land area),Cereal yield (kg per hectare),Land under cereal production (hectares),LFP Female 15-64 ILO ,LFP Male 15-64 ILO ,LFP Total 15-64 ILO ,LF Tertiary Female %,LF Tertiary Male %,LF Tertiary Total %,Tertiary Enroll Female,Tertiary Enroll Male,Tertiary Enroll Total,Year
Greece,GRC,64.44530644,-11.19822576,53.61338673,92.88644786,5372.132115,0.606326682,8.717909379,35.96905948,86.48921645,29.02827835,3.195833333,,29,40,20.04090866,100,998,1245,47,50.1,1098.523777,98.48737853,55.34804807,4.378900763,28.73401349,16.22791886,71.30350756,23.64411941,21.87318502,33.04873084,14378.23807,4.105047513,,,,3.622301332,5.917254124,12,22.1,65.9,54,32.40000153,42,25.20000076,55.6,8.899999619,79.50756098,77.21,67.60129396,1795.531038,60.6,1.85,10.53943304,2.53298E+11,2.61713E+11,24.64703549,21.10414807,4.5,5.2,11148460,14.35214615,66.93187714,20.04654771,3918.854,1195597,55.29999924,78.90000153,67.19999695,28.29999924,22,24.60000038,100.96272,89.47295,94.97369,2006
Hungary,HUN,64.82535431,-7.18441823,19.77746173,80.06952067,3882.490664,0.94056142,5.734998913,18.6364058,112.3911394,16.87765418,3.878718607,3.976927193,16,36,20.05438088,41,975,975,22,55.7,1207.189735,98.95098681,33.36557986,11.9021444,44.80595986,10.22072978,65.42080765,77.09577965,25.05317605,77.79048893,6097.420956,4.161916403,25.57412393,23.21142661,5.416594866,2.215700442,5.84814332,4.9,32.3,62.8,50.5,14.60000038,65,20.39999962,46.1,7.5,73.37560976,69.2,68.90115153,1745.271172,66.7,1.85,23.99020818,1.14621E+11,1.12533E+11,24.14014703,-0.293332702,6.8,7.9,10071370,15.27552223,68.84461212,51.30007812,5097.311,2838236,55.29999924,68.40000153,61.70000076,23.60000038,17.70000076,20.39999962,80.63856,55.09371,67.6163,2006
Ireland,IRL,61.83771229,-4.101478329,21.69936569,91.3049413,6355.184846,0.323530731,10.10942944,15.59606349,61.84893308,24.59088996,3.938894713,,12.5,42,26.51220491,7,1090,1139,10,26.4,2512.863168,110.0770916,51.08570675,12.15985926,51.068738,15.43928632,46.08404767,80.14485595,27.70701942,69.37520937,31247.19995,2.841924729,15.04869102,22.75971816,4.813206766,1.607007886,5.537380278,5.6,27.5,66.3,63.1,25.39999962,38.59999847,32.20000076,34.3,4.400000095,79.72170732,77.39,68.57492924,2849.200297,60.78,1.85,34.3358763,2.1373E+11,2.22763E+11,28.1601481,6.579383846,4.1,4.9,4274137,20.63908005,68.30239105,16.73682683,7465.516,279984,61.79999924,81.59999847,71.80000305,39.20000076,27,32.20000076,64.29735,51.31745,57.74554,2006
Iceland,ISL,22.75311721,-24.56255985,0,21.63981726,31328.3868,0.199145001,7.35738128,18.25010154,3.030244389,,6.685389828,8.359704112,18,36.7,28.06673859,11,1269,1343,21,27.5,,99.38771882,62.07576486,28.88189557,87.56641276,24.42040602,58.41068141,32.0095665,35.18791018,50.0285641,36944.84545,2.177634765,26.1276921,22.75103488,7.552806268,1.648733733,7.487556565,6.3,21.4,72.1,78.6,,,,7.3,3,81.17292683,79.49,66.553414,7962.281555,92.22,1.39,37.57959034,17053241325,16651492784,35.60740611,28.46286367,2.3,3,303782,21.7953186,66.4165802,1.286783042,,,83.30000305,90,86.69999695,21.5,16.29999924,18.70000076,95.29911,50.86207,72.66466,2006
Israel,ISR,23.0961183,5.070225234,70.89020772,97.22156594,6710.095411,0.449903312,9.317781023,31.46937955,325.9565619,57.60677375,2.114186498,4.859381564,31,49,27.55374317,29,560,560,17,39.1,1246.182461,119.1398131,42.5968357,20.14545558,26.92289153,25.37200893,55.34507963,42.8098792,18.79356775,42.32053551,20710.62996,3.43814339,20.22052139,20.47389924,6.170174913,3.492336462,4.439962144,1.8,21.5,75.8,56.8,6.400000095,7.5,83.30000305,,8.399999619,80.30487805,78.5,62.03239741,,91.62,2.19,14.43020995,1.41453E+11,1.50986E+11,19.68339724,7.779462853,4.2,5.3,7053700,27.71291924,62.20254135,14.00184843,2397.654,102212,58.79999924,67.5,63.09999847,50.29999924,38.90000153,44.20000076,64.71378,50.89116,57.67434,2006
Italy,ITA,48.28653022,-2.566731962,16.39247294,90.53944383,5754.519409,0.397237691,7.886537667,26.70753203,200.3858673,17.33473558,2.090843547,3.716558037,37.25,43,22.73523301,74,1217,1217,38,76.2,1733.642959,136.436978,45.62208369,14.41670494,36.17962957,20.14706912,59.0721238,27.72569556,21.61460868,28.55949716,19853.44754,1.457051708,25.12898098,28.55176788,4.747769214,2.082366968,6.91097277,4.3,30.1,65.5,49,39.79999924,44.20000076,15,52.9,6.800000191,81.26560976,78.49,65.99630463,1499.26647,67.76,1.85,7.125935594,1.82555E+12,1.87298E+12,21.80563319,5.536410788,3.6,4.3,58941499,14.0717268,66.14731598,25.07649419,5316.051,3801047,50.70000076,74.59999847,62.70000076,18.89999962,12.39999962,15,76.81545,55.37112,65.83808,2006
Japan,JPN,12.81481481,3.908628816,27.02614672,81.21953949,8238.885062,0.242987864,9.666597702,29.63718363,350.4965706,48.4798984,0.241626396,2.587037579,40.69,50,,13,989,1047,12,53.1,2391.263447,78.13801309,43.85625724,20.69481512,68.52124362,17.87733402,57.07798413,16.11390857,23.79341255,14.86263927,39782.22426,2.053047247,21.94124636,22.37285155,3.477702655,1.514916486,6.56527335,4.3,28,66.6,60.4,57.79999924,,38.29999924,33,4.099999905,82.32195122,79,65.91293776,5568.347976,66.16,2.54,21.60930264,4.64927E+12,4.35676E+12,22.68062926,0.950483367,2.7,3.6,127756000,13.68367004,65.89188385,11.91495199,5852.538,2006281,61.20000076,84.59999847,72.90000153,37.59999847,38.70000076,38.20000076,53.4116,60.62971,57.1059,2006
"Korea, Rep.",KOR,19.17836499,0.565821785,38.01277749,80.5570494,8063.316562,0.67291728,9.736300309,34.72163405,498.5239472,48.26028739,2.2,6.139751031,27.5,35,15.1906731,23,780,1040,38,32.3,1855.324833,83.22901215,46.44488063,29.07571485,73.28612543,14.51462998,54.47660826,39.68394612,29.62195726,38.29714161,14468.79223,4.832423021,17.18069777,22.16186713,4.217635957,2.73883112,3.289583379,7.7,26.3,65.9,61.3,23.79999924,42.5,33.70000076,1.1,3.400000095,78.96926829,75.74,71.7777311,4186.863098,81.02,7.4,32.00567061,8.88616E+11,9.51773E+11,29.62195726,4.418609087,4.5,5.3,48371946,18.5770359,71.76369476,16.71139554,6401.449,1038286,54.70000076,76.30000305,65.59999847,29.60000038,36.5,33.70000076,76.79311,116.32597,97.50587,2006
Luxembourg,LUX,49.80694981,10.26262853,0,91.03992572,16414.28834,0.442806595,23.91569005,14.67583619,182.4853282,,2.675833333,,29.63,38.95,23.98573846,53,1250,1250,56,21.7,,150.8557307,52.55619006,20.90399186,70.53637358,15.29762463,33.64587238,174.3323651,19.70372236,142.9795844,54009.33569,3.900871262,,20.19414172,,0.663305917,6.594734825,1.8,16.6,76.5,55.6,18.70000076,49.70000076,26.89999962,29.5,4.699999809,79.29341463,76.83,67.56383742,4375.17172,82.68,1.85,11.54129479,39501069492,42544669011,20.28743207,0.244347621,2.6,3.3,472637,18.43722534,67.20118713,23.16602317,5596.762,28849,58.5,75.40000153,67.09999847,27.60000038,26.20000076,26.79999924,11.00372,9.69927,10.3312,2006
Netherlands,NLD,56.87203791,9.306385928,26.93890826,92.57770178,7054.83222,0.389158092,10.12110423,33.71066243,484.1854562,12.42239357,1.137800253,1.743330622,29.6,52,23.1938706,28,880,1005,42,45.4,2986.274288,105.8111656,45.57661793,31.76414975,81.20652136,25.07682112,47.26350201,73.00709346,19.62918536,64.97660195,26007.6931,3.228220516,17.75646791,25.41237668,5.518120466,1.586690102,7.358374897,3.1,19.3,73.2,64.7,,,,45.2,4.300000191,79.81731707,77.71,67.44872145,2886.902588,80.74,1.85,28.60107421,6.60142E+11,6.77692E+11,20.00921853,8.596103018,4.3,5.2,16346101,18.30147934,67.4764328,31.68838863,7854.183,213220,70.80000305,84,77.5,29.89999962,29.39999962,29.60000038,61.99398,57.40602,59.66387,2006
Norway,NOR,3.401472328,17.32022131,0.113031641,59.49881243,24099.93226,0.256689489,10.57845974,14.79804315,15.31706652,,2.332150359,-7.847730949,28,40,29.68596107,10,568,488,44,42,2937.383093,104.467999,44.09352976,26.70290175,71.57758411,19.1221598,40.83047899,46.41968574,22.00217358,28.37449811,41211.11374,1.460626887,18.19947064,25.99743925,6.543945399,1.40296253,7.245182265,3.3,20.8,75.8,66.4,11.10000038,55.79999924,32.40000153,14.5,3.299999952,80.48853659,78.23,65.99708984,4930.242226,77.36,1.69,18.56422025,3.1105E+11,3.40042E+11,23.00576715,12.51929898,3.1,3.9,4660677,19.47370148,65.81718445,2.819771263,3674.47,318189,74.90000153,81.5,78.30000305,36.5,29.29999924,32.70000076,94.51833,61.44014,77.68351,2006
New Zealand,NZL,45.70617459,-8.386308363,12.56037536,68.21243835,9636.524399,0.52640764,7.972260192,14.35464919,15.63109335,29.20162023,3.167819058,8.077248292,33,39,33.16220893,2,725,800,7,35.1,1430.489788,90.86388185,42.09828896,11.23643837,66.57147637,18.59089695,59.48227485,29.05431919,23.4041399,30.53163089,15144.65139,1.055583245,17.69864615,20.50177458,6.183799991,2.083747732,7.192757214,7.1,22.3,70.2,68,19.20000076,42.59999847,35.09999847,7.1,3.799999952,80.04878049,78,66.52672297,,86.32,9.7,10.50377347,1.15713E+11,1.10304E+11,22.8784204,-7.79687241,5.3,6.5,4184600,21.29841614,66.55439758,1.515324143,7130.316,112204,71.09999847,85,77.90000153,40.09999847,30.79999924,35.09999847,94.06689,63.74195,78.71609,2006
Poland,POL,52.44355342,-2.749436007,93.62917071,95.24230433,3584.962188,1.506126391,8.362749355,37.36601365,125.3533605,4.458540929,1.114943945,3.942428424,19,40,17.35807071,72,834,834,25,40.9,562.7945419,96.34041785,30.08713109,7.632551902,40.20436185,19.16866802,61.5855719,40.35505929,21.05244241,42.16174162,5552.488426,6.294847074,27.0248804,24.9085282,5.663792305,1.859002237,4.334307204,15.8,30,54.2,54.1,10.69999981,68.90000153,20.39999962,50.4,13.80000019,75.18365854,70.93,70.78739044,1561.023423,61.44,1.85,3.808985884,3.22838E+11,3.4167E+11,21.05240318,16.12552456,6.3,7.3,38141267,15.99197006,70.69329071,40.64810859,2598.21,8381129,56.70000076,70,63.29999924,25.29999924,16.39999962,20.39999962,76.19565,54.56297,65.18598,2006
Portugal,PRT,39.21311475,-9.908292671,30.79298419,80.56287765,4799.163746,0.49805706,5.612481227,23.33225229,115.6758907,38.50588189,2.743315096,,27.5,42,22.03269109,48,580,994,43,45.2,1170.922949,115.5143767,40.07597448,13.45087612,35.64643213,20.67125618,65.35967414,31.01032597,22.18200311,39.22325941,11268.75147,1.033744807,22.35357925,33.95775443,5.253273401,2.827991714,7.102788107,11.7,30.6,57.7,62.4,65.90000153,15.19999981,13.60000038,51.8,7.699999809,78.82268293,75.53,67.26565337,2317.137508,58.22,1.85,9.310860441,1.94626E+11,2.0179E+11,23.05051618,-0.606629227,3.5,4.4,10522288,15.52264786,67.18376923,13.75314311,3122.559,373764,68.40000153,79.40000153,73.80000305,17.5,10.69999981,13.80000019,62.56348,48.89095,55.59925,2006
Slovak Republic,SVK,40.31185031,-5.701778918,18.33221337,70.88519313,5135.577731,0.982833477,7.212591736,15.43761554,112.0875052,,4.483331204,4.592299213,19,19,13.85276159,35,1015,1050,22,48.4,752.4919099,90.75979953,21.6527813,5.650007262,49.50060365,18.91077824,58.25568027,84.4222075,26.791864,88.38053001,7338.569455,8.414600481,15.29403368,14.596029,3.793812093,2.325612534,5.01617365,4.4,38.8,56.8,59.1,7.5,77.09999847,15.39999962,73.1,13.30000019,74.32219512,70.41,71.85592344,2184.98375,56.32,1.85,6.629122681,66446582515,69002095095,28.01589118,6.070757629,8.1,9.5,5373054,16.30512238,71.93063354,28.64864865,3974.147,736964,60.79999924,76.30000305,68.5,15.60000038,14.80000019,15.10000038,52.72707,37.11193,44.75797,2006
Slovenia,SVN,24.42899702,-2.793953227,35.9642739,69.4892106,7123.537771,0.601098375,7.553046837,30.05464074,99.64587885,,2.462561564,5.227088543,25,50,20.9916919,58,971,1019,54,40,948.5700871,90.66724867,41.72979987,13.94282035,50.84873544,18.75898527,52.82250673,66.52845475,28.93622768,67.04617442,12565.40884,5.473826402,,,5.674026687,2.273117706,5.995235699,9.6,35,55.2,59.3,15.69999981,61.79999924,22.39999962,49.2,5.699999809,78.11341463,74.45,70.24890646,2920.596865,49.2,1.85,5.310509526,37807079252,38945146500,28.91695136,12.4791339,3.4,4.1,2006868,14.0353384,70.19908905,8.838133069,5107.837,97137,66.69999695,74.90000153,70.90000153,27.39999962,18.39999962,22.60000038,99.13308,67.80084,83.14008,2006
Sweden,SWE,7.7084298,8.343297589,1.072702275,33.41367702,15231.20135,0.169895753,5.433958574,11.61542895,22.12976141,13.83252363,1.360214686,,28,56.82,20.62985655,17,561,619,38,54.9,2703.503297,105.7980806,61.13096133,21.25432451,86.55575874,25.89448731,48.10506439,50.74030049,17.95644732,42.69629952,31984.07531,3.598227319,24.71557208,31.99812792,6.851578447,1.670062293,7.396433385,2,22,75.7,64.4,15.39999962,54.59999847,29.5,,7,80.87292683,78.79,65.54487651,6115.353907,84.38,1.85,15.85247182,3.86504E+11,3.99076E+11,18.7309474,10.48152414,2.8,3.4,9080505,17.16640663,65.45533752,6.460496174,4292.19,961840,76.59999847,81.5,79.09999847,34.70000076,24.5,29.39999962,96.74472,62.72241,79.34685,2006
United States,USA,44.86614159,-6.025312623,49.78128526,85.66651786,13571.15539,0.511798506,19.26752083,21.34162211,32.59065785,44.50183059,3.225944101,4.555392666,40,35,11.89362787,4,960,1160,0,47.6,3236.005002,80.97979524,56.08299726,20.17384868,70.57110113,15.65363447,70.68655239,11.10361272,19.33834226,16.78214184,37646.6922,1.696257432,22.16095521,24.57414709,5.701282794,8.494516343,7.032576541,1.5,20.8,77.7,65.6,9.9,29.7,60.4,10,4.599999905,77.98536585,75.4,66.86582585,4663.282587,81.1,1.52,30.07803868,1.34446E+13,1.38579E+13,23.32965312,2.321734869,6.7,7.9,298379912,20.36125565,67.22116089,17.51175518,6400.167,52863122,68.30000305,80.40000153,74.30000305,,,,95.96124,67.40133,81.2776,2006
Australia,AUS,55.38041993,-6.77292343,76.28231561,94.37808299,11249.35342,0.716439357,17.7358639,,2.742993635,59.75860482,2.332361516,2.960177005,30,45,24.00591207,9,930,1120,0,50.6,2269.393583,100.8897853,46.316289,22.92181753,67.86095622,17.0622554,57.77571709,19.76447023,26.33097138,20.93341409,24755.56895,1.925349853,17.07725177,15.11434552,4.650617688,2.884877676,5.994234699,3.4,21.2,75.1,65.2,28.29999924,39,32.70000076,15.4,4.400000095,81.29268293,79,67.41438836,,88.56,1.65,11.15765188,7.41844E+11,8.53855E+11,27.75730883,6.398731361,4.4,5.3,20827600,19.34509468,67.58296204,5.745675123,1231.351,19838164,69.5,83.09999847,76.30000305,36.79999924,29.29999924,32.70000076,80.81571,62.57837,71.45716,2007
Austria,AUT,39.29654336,3.558848519,12.45856444,72.62862827,8033.333703,0.309823936,8.273232855,,100.6766283,20.09456211,2.217841301,,25,50,20.21542349,26,898,913,24,54.6,2612.80364,119.41035,41.04429604,19.54031352,66.92077909,18.229105,53.06887721,59.61193424,22.80658198,53.71649843,26703.01384,3.318242305,23.14382371,26.52467865,5.360362129,2.39110609,7.745248987,5.7,27.3,66.8,60.6,18.89999962,62.79999924,17.70000076,26.8,4.400000095,80.18121951,77.43,67.81444952,3774.189987,66.94,1.76,11.31874906,3.27893E+11,3.75042E+11,23.13239987,6.714508661,3.7,4.4,8300788,15.48343563,67.78482819,16.76167374,5865.662,811150,67.40000153,81.09999847,74.19999695,15.60000038,19.39999962,17.60000038,55.60008,46.36148,50.90288,2007
Belgium,BEL,45.24438573,2.074909126,9.513744487,73.06653572,8614.491281,0.387088002,9.688874333,,350.9147952,17.56055601,1.823148974,5.982915697,33.99,50,25.13336398,20,1600,1600,17,58,2266.52986,101.0580103,43.92738361,25.55415643,66.16402684,22.18553328,52.26423206,88.79557424,22.56917492,85.81451449,25030.15923,2.004727816,20.79429443,33.67800731,6.095036678,2.434633058,6.956947542,1.8,24.4,73,53.7,,,,50,7.5,79.76243902,77.06,65.84266914,3412.550034,97.34,1.76,7.478644365,3.98583E+11,4.59619E+11,22.97753227,7.331314603,3.8,4.7,10625700,16.90189362,65.94733429,27.74108322,8637.726,314751,60.5,73.59999847,67.09999847,41.5,32.29999924,36.5,68.56303,54.83685,61.61449,2007
Canada,CAN,7.433873169,1.941115889,18.09341441,75.557321,16994.96604,0.630712934,16.88755556,,3.626322509,43.51524442,2.138383993,2.824800896,36.1,29,13.96008993,8,1385,1425,4,45.9,2849.012368,61.49138768,55.44039908,27.52099102,72.77872392,19.38246156,55.31106722,34.78829934,23.35411669,32.83594482,26775.34366,1.186555285,,,4.932071891,3.036967439,7.0802825,2.5,21.6,75.9,67.1,13.80000019,40,46.20000076,7.5,6,80.80439024,78.58,69.54084142,,80.3,1.53,14.3339296,1.19141E+12,1.42407E+12,23.23970688,3.273088924,5.1,5.9,32887928,17.09109306,69.46772003,4.913724184,2964.92,16226000,74.19999695,82.5,78.30000305,51.59999847,41.29999924,46.20000076,,,,2007
Switzerland,CHE,39.025,9.345150453,0,51.5553309,8163.560437,0.132578189,5.027428922,,188.777925,14.94487504,0.731801175,0.608717385,21.32,40.4,10.00217927,19,1238,1333,7,29.1,4355.154972,108.710857,65.25106153,31.35218273,71.9544274,10.57557446,58.52997409,54.92390211,21.85080852,45.88025918,37920.48279,2.683551281,23.02474163,25.78863608,5.30091663,4.401123126,6.403692726,3.9,23.8,72.4,67.4,15.39999962,54.79999924,29.70000076,40.8,3.599999905,81.8604878,79.48,67.89106682,,73.42,1.88,21.67233733,4.1454E+11,4.50528E+11,22.54443688,0.404791784,4.1,4.9,7551117,15.73491478,68.07309723,10.1725,6421.826,157572,75.09999847,88.19999695,81.69999695,22.70000076,35.59999847,29.70000076,45.25692,48.95604,47.12323,2007
Czech Republic,CZE,55.00323625,-3.302825255,62.53361287,83.01169271,6495.931938,1.616292338,12.08243263,,133.775534,11.24285864,2.914515926,2.331569468,24,32,15.19047026,66,775,860,11,48.6,1389.492821,128.008769,23.25079155,14.48322844,48.3268403,20.31404683,47.71195262,80.05478778,27.00152173,75.08230895,7475.400549,5.463205394,,,,1.00191046,5.764904767,3.6,40.2,56.2,58.8,7.099999905,78.5,14.39999962,53.4,5.300000191,76.90609756,73.75,71.25007767,2714.936621,73.5,1.76,14.12665481,1.47165E+11,1.80511E+11,29.80260052,15.52129485,3.9,4.7,10298828,14.34785557,71.1842804,41.3592233,4523.827,1582060,61.5,78.19999695,69.90000153,13.80000019,14.80000019,14.39999962,61.17187,48.14854,54.48956,2007
Germany,DEU,48.59936348,7.659716089,49.33110527,80.80100949,7184.308553,0.380489918,9.57002222,,235.8757118,7.869801284,2.288949052,,38.36,45,11.80668808,27,740,765,42,50.1,2246.130336,116.9772359,64.78953515,23.82504482,72.48216562,17.94086154,56.79186228,46.83263323,18.22625813,39.79161519,25151.8418,2.602525217,,,,2.411985637,8.019769698,2.2,29.8,67.9,59.6,17,59,23.89999962,56.6,8.600000381,79.97585366,77.41,66.46258727,3452.707513,73.56,1.76,14.22323838,2.96238E+12,3.32381E+12,19.26086061,9.08422114,3.7,4.5,82266372,13.90250874,66.24811554,34.06372788,6182.907,6571690,69.40000153,82,75.69999695,21.39999962,26.20000076,24,,,,2007
Denmark,DNK,62.76219656,1.534744465,50.81983961,82.2840857,6669.67198,0.27884448,9.146853997,,128.7164271,21.04229692,1.714031313,,28,59,35.84652894,5,603,603,7,33.3,2922.502407,115.5007161,51.72804305,35.75981271,81.12661903,25.94278829,49.08736296,52.19252816,22.82970099,50.05238041,32802.70779,1.242671539,,,,1.514018669,8.248454285,2.9,23.2,73.7,65.9,,,,18.2,3.799999952,78.32609756,76.17,65.82536985,5430.836347,86.42,1.76,16.56723945,2.70641E+11,3.11418E+11,23.36815977,1.89193616,3.8,4.6,5461438,18.49358177,65.87750244,54.34833844,5675.758,1448300,76.59999847,83.80000305,80.19999695,31.39999962,25.5,28.29999924,91.98272,65.60074,78.57612,2007
Spain,ESP,57.43717183,-10.03166508,24.77585196,83.21847864,6295.624819,0.488686418,7.998533477,,89.9413704,23.40488396,2.791596877,,32.5,43,13.9047999,51,1000,1000,49,62,1562.151794,107.8957449,44.993268,17.98227209,51.05975642,18.2406695,57.42697558,26.4363132,31.09667246,33.20063074,16367.41513,1.803835477,19.87547138,24.12627476,4.358155371,2.385314988,6.069703359,4.5,29.3,66.2,57.8,43.79999924,24,31.79999924,27.6,8.300000191,80.96487805,77.76,68.51346599,2783.665109,76.98,1.76,5.160190765,1.21784E+12,1.44143E+12,30.9768402,4.167636787,4.5,5.3,45226803,14.61688423,68.59539032,25.21688606,3944.909,6206582,61.59999847,81.80000305,71.80000305,36.5,28.39999962,31.79999924,76.42701,61.91551,68.99323,2007
Finland,FIN,7.547107764,4.316447231,17.91898977,50.03427757,17161.61945,0.422398238,12.12460936,,17.39195633,20.54688091,2.510666229,,26,32,21.69982622,14,420,420,41,47.8,3372.10696,114.9616542,32.90021026,30.57450574,79.00053321,21.40963372,51.24097674,45.74402905,22.29692095,40.69156047,28704.21384,4.49875518,17.52648769,30.88682089,5.934992498,2.075598773,6.110464825,4.5,25.5,69.7,61.3,19.70000076,45.5,34.79999924,23,6.800000191,79.45268293,75.96,66.6626666,7381.740633,63,1.76,21.48299611,2.15319E+11,2.46127E+11,22.88828338,11.43043559,2.9,3.5,5288720,16.97389793,66.75141144,7.41556776,3654.706,1131500,73.80000305,77.40000153,75.59999847,40.40000153,30.10000038,35.09999847,103.94033,84.42658,93.95481,2007
France,FRA,53.71580908,-1.025842695,4.996234706,51.21607171,7772.456224,0.246111796,5.997124113,,113.0965636,22.83504157,1.488073528,,33.33,40,21.77014104,31,1028,1148,52,66,2283.428233,89.37596515,56.18479657,25.10556284,63.33403424,23.05337881,56.66242632,26.50241336,22.1493507,28.36756919,23648.1756,1.400840417,,,,2.314426266,8.701771335,3.4,23.2,73.1,56.2,26,44.29999924,29.39999962,40.4,7.900000095,81.15243902,77.65,65.05898919,,77.14,1.76,18.86321134,2.23929E+12,2.58239E+12,21.96410958,7.146005504,3.6,4.4,64012572,18.42920876,65.08885956,33.65774386,6551.444,9055776,65,74.59999847,69.69999695,32.20000076,26.60000038,29.29999924,59.59844,47.13316,53.29764,2007
United Kingdom,GBR,72.9425867,-2.669794907,35.26042357,89.6492324,6122.550652,0.306334334,8.841804396,,252.0576365,25.89498406,4.273755942,2.567081579,30,40,27.76896121,6,940,1267,10,35.7,2771.208541,121.0820595,55.45186524,25.59186979,71.77858608,21.16268563,63.94835304,26.4531962,18.27001849,29.83425335,28863.24978,1.927800398,23.41766622,28.64162794,5.559398633,1.537141642,6.878594646,1.4,22.3,76,62,21.5,45.90000153,31.89999962,24.5,5.300000191,79.62341463,77.56,66.12012872,2881.419196,89.86,1.76,19.51169758,2.46706E+12,2.85708E+12,18.23117903,9.354483468,4.9,5.8,61296895,17.69508743,66.17948151,25.15190344,6633.437,2883000,69.09999847,82.19999695,75.59999847,33.70000076,30.20000076,31.79999924,68.8695,48.99609,58.68982,2007
Greece,GRC,64.23584174,-14.38685579,55.29492434,93.44934742,5627.832913,0.585426104,8.759021164,,86.83291699,28.96455504,2.894981225,,25,40,20.08594164,100,998,1245,47,49.6,1262.73783,109.8469788,55.77394965,9.09047212,29.98124547,16.81099072,70.97784139,23.19267798,22.77808139,33.75959148,14961.78785,4.058562486,,,,3.804452625,5.790165659,11.5,22.5,65.9,53.9,31.70000076,42,25.89999962,50.3,8.300000191,79.39195122,77.07,67.58899861,1873.459393,60.8,1.76,8.022720065,2.62255E+11,3.05432E+11,26.72132939,12.9299297,4.2,4.9,11192763,14.36439514,66.84283447,16.4359969,3926.421,1172977,55.29999924,78.90000153,67.19999695,28.89999962,22.5,25.10000038,95.92851,87.19837,91.39059,2007
Hungary,HUN,64.80303538,-6.544340635,18.73623624,78.97336127,3976.518977,0.909745847,5.61126039,,112.2171633,16.9202588,7.93451936,2.807864755,16,36,21.42113994,41,975,975,22,56.2,1348.739736,109.6874633,32.32603537,14.20800773,51.48089954,9.695132206,66.21215448,80.36387035,22.50168322,78.77284026,6167.942847,1.156585566,,,,2.175603901,5.229487207,4.7,32.6,62.7,50.4,14.10000038,65.19999695,20.60000038,47.6,7.400000095,73.46780488,69.38,68.95870004,1733.478157,67.1,1.76,25.19655411,1.14753E+11,1.36102E+11,22.43102321,-1.525224582,6.5,7.6,10055780,15.06268978,68.85309601,51.24428077,3492.045,2764254,54.90000153,68.5,61.59999847,24,17.79999924,20.60000038,80.13936,55.0513,67.35073,2007
Ireland,IRL,62.06996661,-5.333118645,19.72593895,90.88977424,6263.353723,0.313713333,10.16382954,,63.2447525,24.30245051,4.87992471,,12.5,41,25.54123896,7,1090,1139,10,26.4,2702.7904,118.3575549,51.35865131,17.41413853,56.9967484,15.92886086,46.96090701,79.78332848,26.37364489,69.04674124,32398.46216,3.684369173,15.79795039,23.2976616,4.910269173,1.462201539,6.109557562,5.4,27.5,66.7,63.6,24.39999962,38.40000153,33.29999924,30.3,4.599999905,79.67804878,77.4,68.49231459,,61.06,1.76,27.92521005,2.24353E+11,2.59574E+11,26.13081685,1.074946879,3.9,4.6,4398942,20.78357506,68.14923096,15.3868486,7188.929,279083,63.20000076,81.5,72.40000153,40.40000153,27.89999962,33.20000076,66.94432,53.76959,60.32063,2007
